Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID
4173,CA-2016-152163,07/01/2016,07/01/2016,Same Day,JF-15355,OFF-BI-10002215
4174,CA-2016-152163,07/01/2016,07/01/2016,Same Day,JF-15355,OFF-PA-10000788
4175,CA-2016-152163,07/01/2016,07/01/2016,Same Day,JF-15355,OFF-BI-10003364
4176,CA-2015-154340,11/29/2015,11/30/2015,First Class,EK-13795,OFF-AR-10003582
4177,CA-2014-128846,04/07/2014,04/12/2014,Standard Class,RS-19765,TEC-PH-10003273
4178,CA-2014-128846,04/07/2014,04/12/2014,Standard Class,RS-19765,OFF-PA-10000100
4179,CA-2016-148593,6/16/2016,6/18/2016,Second Class,BD-11320,OFF-PA-10001776
4180,US-2017-119039,03/06/2017,03/10/2017,Standard Class,BF-11170,OFF-BI-10004182
4181,CA-2017-128426,10/07/2017,10/11/2017,Standard Class,JK-15730,OFF-BI-10000756
4182,US-2017-136868,10/06/2017,10/12/2017,Standard Class,CR-12820,TEC-AC-10001539
4183,US-2017-136868,10/06/2017,10/12/2017,Standard Class,CR-12820,OFF-PA-10002377
4184,US-2017-136868,10/06/2017,10/12/2017,Standard Class,CR-12820,OFF-ST-10000991
4185,CA-2016-143749,12/05/2016,12/07/2016,First Class,AG-10300,FUR-BO-10002853
4186,CA-2016-111493,10/21/2016,10/22/2016,First Class,CM-12160,TEC-AC-10004510
4187,CA-2017-112536,5/18/2017,5/23/2017,Standard Class,SG-20890,OFF-BI-10003712
4188,CA-2017-112536,5/18/2017,5/23/2017,Standard Class,SG-20890,OFF-BI-10002571
4189,CA-2017-112536,5/18/2017,5/23/2017,Standard Class,SG-20890,OFF-ST-10004835
4190,CA-2016-157714,9/26/2016,10/01/2016,Second Class,CS-12175,OFF-PA-10004022
4191,CA-2017-166709,11/17/2017,11/22/2017,Standard Class,HL-15040,TEC-CO-10004722
4192,CA-2015-129392,07/08/2015,07/08/2015,Same Day,DM-13015,OFF-PA-10004248
4193,CA-2015-150875,11/16/2015,11/20/2015,Standard Class,HK-14890,FUR-TA-10000577
4194,CA-2015-150875,11/16/2015,11/20/2015,Standard Class,HK-14890,TEC-PH-10001254
4195,CA-2015-154200,6/18/2015,6/22/2015,Standard Class,BG-11740,OFF-AR-10001044
4196,CA-2016-124233,04/08/2016,4/14/2016,Standard Class,CK-12595,FUR-FU-10002597
4197,US-2015-134271,4/18/2015,4/23/2015,Second Class,RF-19735,OFF-LA-10004093
4198,US-2016-161683,12/03/2016,12/08/2016,Standard Class,CJ-12010,OFF-AP-10000179
4199,US-2016-161683,12/03/2016,12/08/2016,Standard Class,CJ-12010,OFF-BI-10001072
4200,CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,OFF-LA-10004093
4201,CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,TEC-CO-10002095
4202,CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,OFF-PA-10002713
4203,CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,OFF-PA-10002254
4204,CA-2014-145387,10/31/2014,11/02/2014,Second Class,AM-10705,OFF-AR-10001683
4205,CA-2014-145387,10/31/2014,11/02/2014,Second Class,AM-10705,OFF-PA-10002195
4206,CA-2014-145387,10/31/2014,11/02/2014,Second Class,AM-10705,FUR-FU-10002364
4207,CA-2014-145387,10/31/2014,11/02/2014,Second Class,AM-10705,OFF-BI-10004001
4208,CA-2014-145387,10/31/2014,11/02/2014,Second Class,AM-10705,FUR-FU-10000023
4209,CA-2014-145387,10/31/2014,11/02/2014,Second Class,AM-10705,FUR-CH-10002320
4210,CA-2014-145387,10/31/2014,11/02/2014,Second Class,AM-10705,FUR-TA-10003238
4211,CA-2017-109715,12/09/2017,12/14/2017,Standard Class,AH-10585,OFF-PA-10004965
4212,CA-2014-166457,05/05/2014,05/09/2014,Second Class,PF-19120,OFF-PA-10003016
4213,CA-2014-166457,05/05/2014,05/09/2014,Second Class,PF-19120,OFF-AR-10003651
4214,CA-2014-166457,05/05/2014,05/09/2014,Second Class,PF-19120,OFF-PA-10001363
4215,CA-2016-164637,03/04/2016,03/08/2016,Standard Class,RD-19480,OFF-BI-10003876
4216,CA-2014-103590,11/30/2014,12/04/2014,Standard Class,JL-15505,OFF-EN-10004007
4217,CA-2015-111234,2/18/2015,2/22/2015,Standard Class,AB-10600,OFF-LA-10002271
4218,CA-2017-149881,04/01/2017,04/03/2017,First Class,NC-18535,FUR-BO-10003894
4219,CA-2017-149881,04/01/2017,04/03/2017,First Class,NC-18535,TEC-MA-10000418
4220,CA-2017-134565,06/11/2017,6/13/2017,Second Class,TB-21400,OFF-PA-10004243
4221,CA-2017-134565,06/11/2017,6/13/2017,Second Class,TB-21400,OFF-BI-10001759
4222,CA-2017-134565,06/11/2017,6/13/2017,Second Class,TB-21400,TEC-MA-10001570
4223,CA-2017-134565,06/11/2017,6/13/2017,Second Class,TB-21400,OFF-ST-10004804
4224,CA-2017-134565,06/11/2017,6/13/2017,Second Class,TB-21400,FUR-BO-10001519
4225,CA-2016-108644,9/30/2016,10/03/2016,First Class,SJ-20215,OFF-BI-10000343
4226,US-2014-102631,12/13/2014,12/17/2014,Standard Class,EB-13840,FUR-FU-10003930
4227,CA-2017-120327,11/11/2017,11/16/2017,Standard Class,WB-21850,OFF-FA-10004854
4228,CA-2015-154970,01/05/2015,01/10/2015,Standard Class,SR-20740,FUR-CH-10003396
4229,CA-2016-113803,3/24/2016,3/26/2016,First Class,VG-21805,OFF-PA-10001994
4230,CA-2017-100223,07/05/2017,07/10/2017,Standard Class,LS-16945,FUR-FU-10003601
4231,CA-2017-100223,07/05/2017,07/10/2017,Standard Class,LS-16945,OFF-BI-10003429
4232,CA-2017-100223,07/05/2017,07/10/2017,Standard Class,LS-16945,OFF-PA-10000232
4233,CA-2017-100223,07/05/2017,07/10/2017,Standard Class,LS-16945,OFF-PA-10002195
4234,CA-2017-100223,07/05/2017,07/10/2017,Standard Class,LS-16945,OFF-BI-10004492
4235,CA-2014-168823,9/21/2014,9/24/2014,First Class,MA-17560,OFF-PA-10004000
4236,CA-2014-168823,9/21/2014,9/24/2014,First Class,MA-17560,OFF-LA-10004425
4237,CA-2016-162404,7/23/2016,7/27/2016,Standard Class,NF-18475,OFF-BI-10000948
4238,CA-2017-104024,8/29/2017,09/03/2017,Second Class,MD-17860,OFF-AR-10001972
4239,CA-2017-147144,3/26/2017,3/28/2017,First Class,MZ-17335,OFF-AR-10004587
4240,CA-2017-158673,12/29/2017,01/04/2018,Standard Class,KB-16600,OFF-PA-10000994
4241,CA-2014-133704,9/20/2014,9/26/2014,Standard Class,MA-17995,OFF-AP-10001366
4242,CA-2014-133704,9/20/2014,9/26/2014,Standard Class,MA-17995,OFF-BI-10001636
4243,CA-2016-159142,04/04/2016,04/05/2016,First Class,ME-17320,TEC-PH-10001448
4244,CA-2016-159142,04/04/2016,04/05/2016,First Class,ME-17320,OFF-PA-10001776
4245,CA-2014-138436,3/26/2014,3/30/2014,Standard Class,JD-15895,TEC-AC-10002323
4246,CA-2017-117702,11/28/2017,12/04/2017,Standard Class,LS-16975,OFF-AR-10004582
4247,CA-2017-117702,11/28/2017,12/04/2017,Standard Class,LS-16975,FUR-FU-10000576
4248,CA-2017-117702,11/28/2017,12/04/2017,Standard Class,LS-16975,FUR-FU-10004270
4249,CA-2016-157336,12/01/2016,12/05/2016,Second Class,SJ-20500,OFF-BI-10004236
4250,CA-2016-157336,12/01/2016,12/05/2016,Second Class,SJ-20500,FUR-CH-10004997
4251,CA-2014-168130,9/19/2014,9/19/2014,Same Day,BS-11365,FUR-CH-10000988
4252,CA-2015-155068,10/23/2015,10/23/2015,Same Day,RA-19285,TEC-PH-10004897
4253,CA-2015-155068,10/23/2015,10/23/2015,Same Day,RA-19285,OFF-AR-10002656
4254,CA-2015-155068,10/23/2015,10/23/2015,Same Day,RA-19285,TEC-PH-10004924
4255,CA-2017-163160,10/13/2017,10/16/2017,First Class,TS-21610,OFF-PA-10003127
4256,CA-2017-163160,10/13/2017,10/16/2017,First Class,TS-21610,OFF-BI-10000778
4257,CA-2017-163160,10/13/2017,10/16/2017,First Class,TS-21610,FUR-FU-10001424
4258,CA-2015-101924,09/04/2015,09/09/2015,Standard Class,KB-16585,OFF-BI-10000962
4259,CA-2016-124793,3/14/2016,3/16/2016,First Class,MM-18280,FUR-CH-10002880
4260,CA-2017-118367,10/28/2017,11/02/2017,Second Class,LO-17170,OFF-EN-10004386
4261,CA-2017-164819,10/15/2017,10/19/2017,Second Class,RS-19420,OFF-LA-10001045
4262,CA-2017-158344,08/07/2017,08/11/2017,Standard Class,CC-12475,TEC-AC-10002006
4263,CA-2017-123351,9/21/2017,9/25/2017,Standard Class,KT-16480,OFF-AP-10001242
4264,CA-2017-110429,11/03/2017,11/08/2017,Standard Class,DM-13015,OFF-BI-10000216
4265,US-2016-131611,11/05/2016,11/09/2016,Standard Class,EP-13915,FUR-TA-10002774
4266,US-2016-131611,11/05/2016,11/09/2016,Standard Class,EP-13915,OFF-BI-10004364
4267,US-2016-131611,11/05/2016,11/09/2016,Standard Class,EP-13915,FUR-BO-10000780
4268,US-2016-131611,11/05/2016,11/09/2016,Standard Class,EP-13915,OFF-BI-10001989
4269,US-2016-131611,11/05/2016,11/09/2016,Standard Class,EP-13915,TEC-AC-10004001
4270,US-2017-124821,6/25/2017,6/29/2017,Second Class,AM-10705,FUR-TA-10000688
4271,CA-2015-166975,11/26/2015,11/30/2015,Standard Class,SH-20635,FUR-FU-10003930
4272,CA-2016-123806,11/24/2016,11/27/2016,Second Class,LA-16780,FUR-FU-10000965
4273,US-2017-158505,7/21/2017,7/21/2017,Same Day,SF-20200,TEC-PH-10004071
4274,US-2017-158505,7/21/2017,7/21/2017,Same Day,SF-20200,OFF-AR-10001044
4275,CA-2015-142692,10/23/2015,10/28/2015,Standard Class,AG-10495,OFF-BI-10004140
4276,CA-2015-123456,07/09/2015,7/13/2015,Standard Class,KN-16450,OFF-AP-10002684
4277,CA-2017-151358,8/18/2017,8/22/2017,Standard Class,NF-18595,OFF-ST-10000046
4278,US-2016-107440,4/16/2016,4/20/2016,Standard Class,BS-11365,TEC-MA-10001047
4279,US-2016-107440,4/16/2016,4/20/2016,Standard Class,BS-11365,FUR-FU-10000550
4280,US-2016-107440,4/16/2016,4/20/2016,Standard Class,BS-11365,OFF-BI-10002432
4281,CA-2014-166989,11/14/2014,11/18/2014,Standard Class,RM-19675,OFF-PA-10004470
4282,CA-2014-166989,11/14/2014,11/18/2014,Standard Class,RM-19675,FUR-CH-10001797
4283,CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,OFF-LA-10003720
4284,CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,OFF-BI-10004600
4285,CA-2015-105690,11/21/2015,11/26/2015,Second Class,CA-11965,FUR-BO-10003965
4286,CA-2015-105690,11/21/2015,11/26/2015,Second Class,CA-11965,OFF-LA-10000240
4287,CA-2015-105690,11/21/2015,11/26/2015,Second Class,CA-11965,TEC-CO-10001571
4288,CA-2017-127516,12/28/2017,01/03/2018,Standard Class,EH-14005,OFF-ST-10000736
4289,US-2015-117184,5/17/2015,5/21/2015,Standard Class,ON-18715,OFF-BI-10002082
4290,US-2015-117184,5/17/2015,5/21/2015,Standard Class,ON-18715,OFF-PA-10002250
4291,CA-2017-102407,12/09/2017,12/13/2017,Second Class,AT-10435,OFF-AR-10000122
4292,CA-2017-102407,12/09/2017,12/13/2017,Second Class,AT-10435,FUR-TA-10003748
4293,CA-2017-102407,12/09/2017,12/13/2017,Second Class,AT-10435,OFF-AP-10001394
4294,CA-2017-130967,03/10/2017,3/16/2017,Standard Class,EB-13870,TEC-PH-10004896
4295,CA-2017-101581,10/22/2017,10/27/2017,Standard Class,DW-13195,FUR-TA-10002607
4296,CA-2017-169124,07/03/2017,07/10/2017,Standard Class,MB-17305,FUR-FU-10001215
4297,CA-2017-117261,09/04/2017,09/10/2017,Standard Class,TH-21235,OFF-ST-10000419
4298,CA-2017-129021,8/23/2017,8/26/2017,Second Class,PO-18850,TEC-PH-10001459
4299,CA-2017-129021,8/23/2017,8/26/2017,Second Class,PO-18850,OFF-PA-10000241
4300,CA-2017-129021,8/23/2017,8/26/2017,Second Class,PO-18850,OFF-AP-10003040
4301,CA-2017-129021,8/23/2017,8/26/2017,Second Class,PO-18850,FUR-FU-10001852
4302,CA-2017-129021,8/23/2017,8/26/2017,Second Class,PO-18850,OFF-PA-10000141
4303,CA-2014-123253,8/22/2014,8/25/2014,Second Class,DE-13255,OFF-AR-10002804
4304,CA-2016-121601,10/04/2016,10/04/2016,Same Day,MO-17500,OFF-EN-10003862
4305,CA-2014-162278,10/26/2014,10/30/2014,Second Class,AH-10585,FUR-FU-10000448
4306,CA-2014-162278,10/26/2014,10/30/2014,Second Class,AH-10585,TEC-PH-10000526
4307,CA-2016-161095,6/28/2016,6/28/2016,Same Day,CS-12250,OFF-BI-10002764
4308,CA-2016-161095,6/28/2016,6/28/2016,Same Day,CS-12250,OFF-BI-10001524
4309,CA-2014-125829,11/04/2014,11/11/2014,Standard Class,WB-21850,TEC-PH-10001079
4310,CA-2014-125829,11/04/2014,11/11/2014,Standard Class,WB-21850,FUR-TA-10002041
4311,CA-2014-125829,11/04/2014,11/11/2014,Standard Class,WB-21850,OFF-BI-10001036
4312,CA-2014-125829,11/04/2014,11/11/2014,Standard Class,WB-21850,OFF-PA-10000223
4313,CA-2014-125829,11/04/2014,11/11/2014,Standard Class,WB-21850,TEC-MA-10003246
4314,CA-2014-123127,09/08/2014,09/12/2014,Standard Class,SP-20620,OFF-AP-10001962
4315,CA-2015-115945,6/25/2015,07/01/2015,Standard Class,AB-10165,OFF-AR-10004062
4316,CA-2015-115945,6/25/2015,07/01/2015,Standard Class,AB-10165,OFF-BI-10004330
4317,CA-2015-115945,6/25/2015,07/01/2015,Standard Class,AB-10165,OFF-ST-10001963
4318,CA-2015-136735,7/26/2015,08/02/2015,Standard Class,HA-14920,OFF-EN-10002230
4319,US-2017-136189,12/07/2017,12/11/2017,Standard Class,DC-13285,FUR-FU-10000175
4320,CA-2014-152345,12/29/2014,01/03/2015,Second Class,ST-20530,TEC-PH-10004897
4321,CA-2014-152345,12/29/2014,01/03/2015,Second Class,ST-20530,OFF-ST-10003123
4322,US-2015-147662,2/14/2015,2/19/2015,Standard Class,KB-16315,OFF-BI-10001658
4323,US-2015-147662,2/14/2015,2/19/2015,Standard Class,KB-16315,TEC-PH-10002834
4324,US-2015-147662,2/14/2015,2/19/2015,Standard Class,KB-16315,OFF-BI-10002160
4325,US-2015-147662,2/14/2015,2/19/2015,Standard Class,KB-16315,OFF-AR-10004999
4326,US-2015-147662,2/14/2015,2/19/2015,Standard Class,KB-16315,TEC-AC-10003280
4327,CA-2016-153346,1/25/2016,1/27/2016,First Class,TB-21355,OFF-AR-10000315
4328,CA-2016-153346,1/25/2016,1/27/2016,First Class,TB-21355,OFF-PA-10000007
4329,CA-2017-118360,04/01/2017,04/07/2017,Standard Class,JC-15775,OFF-PA-10000791
4330,CA-2017-149853,10/03/2017,10/09/2017,Standard Class,PO-18850,OFF-PA-10000556
4331,CA-2017-149853,10/03/2017,10/09/2017,Standard Class,PO-18850,OFF-AP-10000804
4332,CA-2017-107909,09/01/2017,09/06/2017,Standard Class,SS-20875,TEC-AC-10001998
4333,CA-2017-107909,09/01/2017,09/06/2017,Standard Class,SS-20875,OFF-BI-10003476
4334,CA-2015-112375,12/21/2015,12/27/2015,Standard Class,RD-19720,TEC-AC-10003237
4335,CA-2015-112375,12/21/2015,12/27/2015,Standard Class,RD-19720,OFF-EN-10003798
4336,CA-2015-154795,12/20/2015,12/24/2015,Standard Class,GZ-14470,OFF-EN-10003068
4337,CA-2015-154795,12/20/2015,12/24/2015,Standard Class,GZ-14470,FUR-FU-10002088
4338,CA-2015-125234,11/27/2015,12/01/2015,Standard Class,SN-20710,TEC-AC-10000158
4339,CA-2015-125234,11/27/2015,12/01/2015,Standard Class,SN-20710,OFF-PA-10000482
4340,CA-2017-133501,8/27/2017,09/01/2017,Standard Class,DK-12895,OFF-PA-10004888
4341,US-2014-129609,3/22/2014,3/22/2014,Same Day,VM-21835,OFF-AR-10003478
4342,CA-2017-130309,12/17/2017,12/21/2017,Standard Class,GB-14575,OFF-ST-10003208
4343,CA-2017-105410,3/19/2017,3/22/2017,First Class,ND-18370,OFF-BI-10004970
4344,CA-2017-105410,3/19/2017,3/22/2017,First Class,ND-18370,TEC-PH-10000038
4345,CA-2017-105410,3/19/2017,3/22/2017,First Class,ND-18370,TEC-AC-10001552
4346,CA-2017-105410,3/19/2017,3/22/2017,First Class,ND-18370,TEC-AC-10002926
4347,CA-2016-120355,9/18/2016,9/25/2016,Standard Class,MM-17260,FUR-CH-10001394
4348,CA-2016-120355,9/18/2016,9/25/2016,Standard Class,MM-17260,FUR-FU-10004053
4349,CA-2017-169894,11/24/2017,11/29/2017,Second Class,MV-17485,OFF-BI-10004230
4350,CA-2017-169894,11/24/2017,11/29/2017,Second Class,MV-17485,OFF-ST-10000060
4351,US-2017-100482,04/11/2017,4/15/2017,Standard Class,JL-15130,OFF-ST-10001325
4352,US-2017-100482,04/11/2017,4/15/2017,Standard Class,JL-15130,TEC-AC-10003441
4353,CA-2017-107748,12/10/2017,12/12/2017,Second Class,AG-10330,TEC-PH-10003215
4354,CA-2017-107748,12/10/2017,12/12/2017,Second Class,AG-10330,OFF-PA-10002005
4355,CA-2017-153654,11/24/2017,11/26/2017,Second Class,MD-17860,OFF-BI-10004465
4356,CA-2015-155600,12/04/2015,12/07/2015,Second Class,RO-19780,OFF-BI-10000545
4357,CA-2015-155600,12/04/2015,12/07/2015,Second Class,RO-19780,OFF-AR-10003752
4358,CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315,OFF-PA-10001937
4359,CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315,FUR-FU-10004306
4360,CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315,FUR-CH-10003973
4361,CA-2016-127642,5/21/2016,5/23/2016,First Class,CP-12340,OFF-PA-10000565
4362,US-2017-163195,2/17/2017,2/21/2017,Second Class,LL-16840,TEC-PH-10003875
4363,CA-2017-111332,5/20/2017,5/22/2017,Second Class,NC-18340,OFF-AR-10001953
4364,CA-2017-111332,5/20/2017,5/22/2017,Second Class,NC-18340,OFF-AR-10001374
4365,CA-2017-111332,5/20/2017,5/22/2017,Second Class,NC-18340,OFF-ST-10003816
4366,CA-2017-111332,5/20/2017,5/22/2017,Second Class,NC-18340,OFF-FA-10001843
4367,CA-2017-111332,5/20/2017,5/22/2017,Second Class,NC-18340,OFF-AR-10000657
4368,CA-2017-117044,09/11/2017,9/13/2017,Second Class,HA-14920,OFF-FA-10000936
4369,CA-2017-117044,09/11/2017,9/13/2017,Second Class,HA-14920,OFF-PA-10003657
4370,US-2016-165078,11/05/2016,11/10/2016,Standard Class,MA-17995,OFF-BI-10001989
4371,US-2016-165078,11/05/2016,11/10/2016,Standard Class,MA-17995,OFF-AR-10002987
4372,US-2016-165078,11/05/2016,11/10/2016,Standard Class,MA-17995,OFF-LA-10000414
4373,US-2017-169320,7/23/2017,7/25/2017,Second Class,LH-16900,OFF-AR-10003602
4374,US-2017-169320,7/23/2017,7/25/2017,Second Class,LH-16900,TEC-AC-10002550
4375,CA-2016-158575,11/18/2016,11/24/2016,Standard Class,SB-20290,OFF-AP-10002998
4376,CA-2014-166954,4/25/2014,4/30/2014,Standard Class,BT-11305,FUR-FU-10003708
4377,CA-2014-166954,4/25/2014,4/30/2014,Standard Class,BT-11305,OFF-AP-10001391
4378,CA-2014-166954,4/25/2014,4/30/2014,Standard Class,BT-11305,FUR-CH-10003973
4379,CA-2015-140830,11/30/2015,12/02/2015,Second Class,PS-18970,OFF-EN-10000461
4380,CA-2015-140830,11/30/2015,12/02/2015,Second Class,PS-18970,OFF-EN-10002831
4381,CA-2015-152891,10/25/2015,10/30/2015,Standard Class,TB-21625,OFF-AR-10004648
4382,CA-2015-152891,10/25/2015,10/30/2015,Standard Class,TB-21625,FUR-TA-10001857
4383,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,OFF-BI-10000546
4384,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,FUR-BO-10004690
4385,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,TEC-PH-10001557
4386,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,FUR-BO-10002545
4387,CA-2016-156811,10/27/2016,11/02/2016,Standard Class,BP-11095,OFF-AP-10001366
4388,CA-2016-156811,10/27/2016,11/02/2016,Standard Class,BP-11095,OFF-BI-10001628
4389,CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,OFF-PA-10003651
4390,CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,FUR-BO-10003159
4391,CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,TEC-PH-10001459
4392,CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,OFF-AR-10004602
4393,CA-2016-108868,09/08/2016,09/12/2016,Standard Class,KB-16585,OFF-AR-10001953
4394,CA-2016-108868,09/08/2016,09/12/2016,Standard Class,KB-16585,TEC-PH-10000923
4395,CA-2014-142965,7/20/2014,7/20/2014,Same Day,SW-20245,OFF-ST-10002583
4396,CA-2014-142965,7/20/2014,7/20/2014,Same Day,SW-20245,OFF-BI-10000977
4397,CA-2016-148740,11/15/2016,11/19/2016,Standard Class,AH-10690,TEC-PH-10002549
4398,US-2014-138758,07/07/2014,07/11/2014,Standard Class,JL-15835,FUR-CH-10002880
4399,US-2014-138758,07/07/2014,07/11/2014,Standard Class,JL-15835,FUR-FU-10003039
4400,CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,OFF-EN-10003055
4401,CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,OFF-AP-10002945
4402,CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,FUR-FU-10004306
4403,CA-2016-114538,12/26/2016,12/27/2016,First Class,RC-19825,OFF-AR-10002445
4404,CA-2014-127936,09/02/2014,09/04/2014,First Class,CL-12565,OFF-AR-10002445
4405,CA-2015-164336,07/05/2015,07/10/2015,Standard Class,MW-18220,TEC-AC-10002345
4406,CA-2015-164336,07/05/2015,07/10/2015,Standard Class,MW-18220,OFF-ST-10001558
4407,CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,OFF-PA-10001622
4408,CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,OFF-PA-10000418
4409,CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,OFF-BI-10000343
4410,US-2014-154879,05/06/2014,05/11/2014,Standard Class,SN-20710,OFF-LA-10004425
4411,US-2014-154879,05/06/2014,05/11/2014,Standard Class,SN-20710,OFF-AR-10001897
4412,CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,OFF-PA-10003883
4413,CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,TEC-PH-10003963
4414,CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,OFF-AP-10001303
4415,CA-2017-132339,8/19/2017,8/23/2017,Standard Class,JB-15400,OFF-BI-10003925
4416,CA-2014-153983,11/29/2014,12/06/2014,Standard Class,AH-10210,TEC-PH-10004586
4417,CA-2014-153983,11/29/2014,12/06/2014,Standard Class,AH-10210,OFF-FA-10003495
4418,CA-2017-112900,04/09/2017,04/12/2017,Second Class,KL-16645,OFF-BI-10002867
4419,CA-2014-160157,12/20/2014,12/27/2014,Standard Class,MH-17455,FUR-FU-10003773
4420,CA-2014-139633,12/17/2014,12/24/2014,Standard Class,EC-14050,OFF-BI-10002954
4421,CA-2015-163090,11/17/2015,11/21/2015,Second Class,GH-14665,OFF-SU-10002537
4422,CA-2014-117016,03/04/2014,03/09/2014,Standard Class,SC-20095,OFF-AR-10001374
4423,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,OFF-AP-10001492
4424,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,FUR-BO-10003546
4425,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,TEC-PH-10002185
4426,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,OFF-BI-10000315
4427,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,TEC-PH-10002350
4428,US-2017-103226,9/22/2017,9/28/2017,Standard Class,DW-13195,OFF-PA-10002666
4429,CA-2017-119452,3/21/2017,3/27/2017,Standard Class,CL-12565,FUR-CH-10004495
4430,CA-2017-147725,9/14/2017,9/14/2017,Same Day,LT-17110,OFF-AR-10001725
4431,CA-2016-168893,11/03/2016,11/08/2016,Second Class,AP-10915,OFF-FA-10002280
4432,CA-2016-168893,11/03/2016,11/08/2016,Second Class,AP-10915,OFF-AR-10001770
4433,CA-2016-168893,11/03/2016,11/08/2016,Second Class,AP-10915,FUR-FU-10002885
4434,CA-2016-168893,11/03/2016,11/08/2016,Second Class,AP-10915,OFF-AR-10003772
4435,CA-2016-168893,11/03/2016,11/08/2016,Second Class,AP-10915,FUR-TA-10003392
4436,CA-2016-163398,05/03/2016,05/08/2016,Standard Class,CB-12415,OFF-BI-10000014
4437,CA-2016-163398,05/03/2016,05/08/2016,Standard Class,CB-12415,OFF-AR-10003217
4438,CA-2016-163398,05/03/2016,05/08/2016,Standard Class,CB-12415,OFF-AP-10002403
4439,CA-2016-162726,12/27/2016,01/02/2017,Standard Class,MT-17815,OFF-PA-10001972
4440,CA-2016-162726,12/27/2016,01/02/2017,Standard Class,MT-17815,OFF-PA-10004041
4441,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,TEC-AC-10004975
4442,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,OFF-ST-10001932
4443,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,OFF-AR-10001761
4444,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,OFF-PA-10002262
4445,US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,OFF-EN-10004483
4446,US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,OFF-PA-10003270
4447,US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,OFF-BI-10001634
4448,US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,OFF-ST-10000675
4449,CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,FUR-FU-10000732
4450,CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,OFF-PA-10004355
4451,CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,OFF-EN-10000056
4452,CA-2016-147137,07/04/2016,07/06/2016,First Class,AA-10645,FUR-FU-10000221
4453,CA-2016-147137,07/04/2016,07/06/2016,First Class,AA-10645,OFF-EN-10003567
4454,CA-2016-147137,07/04/2016,07/06/2016,First Class,AA-10645,FUR-BO-10001811
4455,CA-2016-147137,07/04/2016,07/06/2016,First Class,AA-10645,OFF-ST-10002486
4456,US-2015-146745,09/03/2015,09/08/2015,Standard Class,AS-10630,FUR-CH-10002372
4457,US-2015-146745,09/03/2015,09/08/2015,Standard Class,AS-10630,OFF-BI-10003274
4458,CA-2017-115175,08/07/2017,08/12/2017,Standard Class,MC-17575,OFF-PA-10001878
4459,CA-2017-105851,3/13/2017,3/20/2017,Standard Class,SE-20110,OFF-SU-10002881
4460,US-2017-125717,9/28/2017,10/01/2017,First Class,DS-13030,FUR-FU-10001979
4461,US-2017-125717,9/28/2017,10/01/2017,First Class,DS-13030,OFF-ST-10001522
